post,sentiment,url,published_date,published_time,price_eth,confidence,sentiment_label,sentiment_score
Pectra lets hackers drain wallets with just an offchain signature,Neutral,https://cryptopanic.com/news/21712968/Pectra-lets-hackers-drain-wallets-with-just-an-offchain-signature?mtm_campaign=API-OFA,5/11/2025,13:10:42,2603.84,0.999936819,Neutral,0.96578002
"3 Reasons Why Ethereum (ETH) Moving to $3,000",Neutral,https://cryptopanic.com/news/21710578/3-Reasons-Why-Ethereum-ETH-Moving-to-3000?mtm_campaign=API-OFA,5/11/2025,10:04:00,2603.84,0.995941818,Neutral,0.656241655
Pectra lets hackers drain wallets with just an offchain signature,Neutral,https://cryptopanic.com/news/21712968/Pectra-lets-hackers-drain-wallets-with-just-an-offchain-signature?mtm_campaign=API-OFA,5/11/2025,13:10:42,2603.84,0.999936819,Neutral,0.96578002
"Ethereum Price Completes Bullish Structure Break – $3,000 Comes Next",Neutral,https://cryptopanic.com/news/21736694/Ethereum-Price-Completes-Bullish-Structure-Break-3000-Comes-Next?mtm_campaign=API-OFA,5/12/2025,16:00:23,2602.48,0.99964869,Neutral,0.461713314
Ethereum surpasses Coca-Cola and Alibaba in market cap after Pectra upgrade surge,Positive,https://cryptopanic.com/news/21730444/Ethereum-surpasses-Coca-Cola-and-Alibaba-in-market-cap-after-Pectra-upgrade-surge?mtm_campaign=API-OFA,5/12/2025,11:43:06,2602.48,0.999738157,Neutral,0.725849271
Ethereum Staking Giant Lido Loses Just 1.4 ETH in Hacking Attempt,Negative,https://cryptopanic.com/news/21722636/Ethereum-Staking-Giant-Lido-Loses-Just-14-ETH-in-Hacking-Attempt?mtm_campaign=API-OFA,5/12/2025,5:53:22,2602.48,0.999785364,Bullish,0.526268899
Ethereum +40% in a Week: Staking Profitable Again,Positive,https://cryptopanic.com/news/21737947/Ethereum-40-in-a-Week-Staking-Profitable-Again?mtm_campaign=API-OFA,5/12/2025,16:32:55,2603.84,0.99999845,Neutral,0.578320563
"Ethereum Price Completes Bullish Structure Break – $3,000 Comes Next",Neutral,https://cryptopanic.com/news/21736694/Ethereum-Price-Completes-Bullish-Structure-Break-3000-Comes-Next?mtm_campaign=API-OFA,5/12/2025,16:00:23,2603.84,0.99964869,Neutral,0.461713314
Ethereum surpasses Coca-Cola and Alibaba in market cap after Pectra upgrade surge,Positive,https://cryptopanic.com/news/21730444/Ethereum-surpasses-Coca-Cola-and-Alibaba-in-market-cap-after-Pectra-upgrade-surge?mtm_campaign=API-OFA,5/12/2025,11:43:06,2603.84,0.999738157,Neutral,0.725849271
Ethereum Staking Giant Lido Loses Just 1.4 ETH in Hacking Attempt,Negative,https://cryptopanic.com/news/21722636/Ethereum-Staking-Giant-Lido-Loses-Just-14-ETH-in-Hacking-Attempt?mtm_campaign=API-OFA,5/12/2025,5:53:22,2603.84,0.999785364,Bullish,0.526268899
Ethereum Staking Giant Lido Loses Just 1.4 ETH in Hacking Attempt,Negative,https://cryptopanic.com/news/21722636/Ethereum-Staking-Giant-Lido-Loses-Just-14-ETH-in-Hacking-Attempt?mtm_campaign=API-OFA,5/12/2025,5:53:22,2603.84,0.999785364,Bullish,0.526268899
"Solana’s speed, fees, and partnerships position it as the backbone of onchain payments",Positive,https://cryptopanic.com/news/21776717/Solanas-speed-fees-and-partnerships-position-it-as-the-backbone-of-onchain-payments?mtm_campaign=API-OFA,5/13/2025,23:42:31,2602.48,0.9999367,Neutral,0.790652573
Solana network and DeFi activity suggest SOL price rally will continue,Positive,https://cryptopanic.com/news/21773459/Solana-network-and-DeFi-activity-suggest-SOL-price-rally-will-continue?mtm_campaign=API-OFA,5/13/2025,20:30:00,2602.48,0.999866366,Neutral,0.853677213
"Ethereum smashes through $2,600 barrier",Neutral,https://cryptopanic.com/news/21769876/Ethereum-smashes-through-2600-barrier?mtm_campaign=API-OFA,5/13/2025,17:17:23,2602.48,0.999988675,Neutral,0.746724188
Ethereum (ETH) Price Rally Builds Momentum: Bullish Pattern Signals Breakout,Positive,https://cryptopanic.com/news/21760247/Ethereum-ETH-Price-Rally-Builds-Momentum-Bullish-Pattern-Signals-Breakout?mtm_campaign=API-OFA,5/13/2025,11:58:53,2602.48,0.999997973,Neutral,0.73576051
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",Positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,2602.48,0.999970198,Neutral,0.516654491
Is Ethereum Dead And Gone?,Neutral,https://cryptopanic.com/news/21755130/Is-Ethereum-Dead-And-Gone?mtm_campaign=API-OFA,5/13/2025,8:20:57,2602.48,0.987984657,Bullish,0.53322947
"Solana’s speed, fees, and partnerships position it as the backbone of onchain payments",Positive,https://cryptopanic.com/news/21776717/Solanas-speed-fees-and-partnerships-position-it-as-the-backbone-of-onchain-payments?mtm_campaign=API-OFA,5/13/2025,23:42:31,2603.84,0.9999367,Neutral,0.790652573
"Ethereum Eyes $3,000, But ETH Price Shows Key Resistance Ahead",Neutral,https://cryptopanic.com/news/21774725/Ethereum-Eyes-3000-But-ETH-Price-Shows-Key-Resistance-Ahead?mtm_campaign=API-OFA,5/13/2025,20:30:00,2603.84,0.899029732,Neutral,0.717053473
Solana network and DeFi activity suggest SOL price rally will continue,Positive,https://cryptopanic.com/news/21773459/Solana-network-and-DeFi-activity-suggest-SOL-price-rally-will-continue?mtm_campaign=API-OFA,5/13/2025,20:30:00,2603.84,0.999866366,Neutral,0.853677213
21Shares says Solana on pace to become linchpin of digital finance,Neutral,https://cryptopanic.com/news/21771153/21Shares-says-Solana-on-pace-to-become-linchpin-of-digital-finance?mtm_campaign=API-OFA,5/13/2025,18:37:19,2603.84,0.997827113,Neutral,0.771941304
"Ethereum smashes through $2,600 barrier",Neutral,https://cryptopanic.com/news/21769876/Ethereum-smashes-through-2600-barrier?mtm_campaign=API-OFA,5/13/2025,17:17:23,2603.84,0.999988675,Neutral,0.746724188
Ethereum (ETH) Price Rally Builds Momentum: Bullish Pattern Signals Breakout,Positive,https://cryptopanic.com/news/21760247/Ethereum-ETH-Price-Rally-Builds-Momentum-Bullish-Pattern-Signals-Breakout?mtm_campaign=API-OFA,5/13/2025,11:58:53,2603.84,0.999997973,Neutral,0.73576051
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",Positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,2603.84,0.999970198,Neutral,0.516654491
Is Ethereum Dead And Gone?,Neutral,https://cryptopanic.com/news/21755130/Is-Ethereum-Dead-And-Gone?mtm_campaign=API-OFA,5/13/2025,8:20:57,2603.84,0.987984657,Bullish,0.53322947
Ethereum (ETH) Price Rally Builds Momentum: Bullish Pattern Signals Breakout,Positive,https://cryptopanic.com/news/21760247/Ethereum-ETH-Price-Rally-Builds-Momentum-Bullish-Pattern-Signals-Breakout?mtm_campaign=API-OFA,5/13/2025,11:58:53,2603.84,0.999997973,Neutral,0.73576051
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",Positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,2603.84,0.999970198,Neutral,0.516654491
Is Ethereum Dead And Gone?,Neutral,https://cryptopanic.com/news/21755130/Is-Ethereum-Dead-And-Gone?mtm_campaign=API-OFA,5/13/2025,8:20:57,2603.84,0.987984657,Bullish,0.53322947
21Shares says Solana on pace to become linchpin of digital finance,Neutral,https://cryptopanic.com/news/21771153/21Shares-says-Solana-on-pace-to-become-linchpin-of-digital-finance?mtm_campaign=API-OFA,5/13/2025,18:37:19,2603.84,0.997827113,Neutral,0.771941304
Ethereum Foundation Launches “Trillion Dollar Security” Initiative,Positive,https://cryptopanic.com/news/21799966/Ethereum-Foundation-Launches-Trillion-Dollar-Security-Initiative?mtm_campaign=API-OFA,5/14/2025,16:11:10,2602.48,0.546322048,Neutral,0.690867603
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",Neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,5/14/2025,13:44:02,2602.48,0.955944836,Bullish,0.534186363
"Ethereum Hits $2,700 for First Time Since February, Up 70% in 30 Days",Positive,https://cryptopanic.com/news/21792429/Ethereum-Hits-2700-for-First-Time-Since-February-Up-70-in-30-Days?mtm_campaign=API-OFA,5/14/2025,12:00:21,2602.48,0.989393592,Neutral,0.598458052
Best Crypto On ETH Chain – Ethereum Alt Season Is Set to Explode,Negative,https://cryptopanic.com/news/21791769/Best-Crypto-On-ETH-Chain-Ethereum-Alt-Season-Is-Set-to-Explode?mtm_campaign=API-OFA,5/14/2025,11:16:03,2602.48,0.999973416,Bullish,0.656612456
Ethereum’s 49% Rally in 6 Days Catches Doubters Off Guard: Santiment,Neutral,https://cryptopanic.com/news/21791034/Ethereums-49-Rally-in-6-Days-Catches-Doubters-Off-Guard-Santiment?mtm_campaign=API-OFA,5/14/2025,11:07:17,2602.48,0.93868947,Neutral,0.542191029
Bernstein outlines three factors that drove Ethereum’s recent price surge,Neutral,https://cryptopanic.com/news/21788611/Bernstein-outlines-three-factors-that-drove-Ethereums-recent-price-surge?mtm_campaign=API-OFA,5/14/2025,9:55:17,2602.48,0.945829451,Neutral,0.969413996
"Ethereum Market Cap Hits $306.68B, Surpasses Alibaba as Abraxas Capital Buys $500M ETH Amid Price Rally",Positive,https://cryptopanic.com/news/21777104/Ethereum-Market-Cap-Hits-30668B-Surpasses-Alibaba-as-Abraxas-Capital-Buys-500M-ETH-Amid-Price-Rally?mtm_campaign=API-OFA,5/14/2025,0:05:21,2602.48,0.999500275,Neutral,0.569830358
Why Ethereum Has Soared Over the Past 7 Days: Bernstein,Neutral,https://cryptopanic.com/news/21803644/Why-Ethereum-Has-Soared-Over-the-Past-7-Days-Bernstein?mtm_campaign=API-OFA,5/14/2025,19:18:14,2603.84,0.97819531,Neutral,0.645967841
Ethereum Foundation Launches “Trillion Dollar Security” Initiative,Positive,https://cryptopanic.com/news/21799966/Ethereum-Foundation-Launches-Trillion-Dollar-Security-Initiative?mtm_campaign=API-OFA,5/14/2025,16:11:10,2603.84,0.546322048,Neutral,0.690867603
Ethereum (ETH) Price Prediction for May 14,Neutral,https://cryptopanic.com/news/21798572/Ethereum-ETH-Price-Prediction-for-May-14?mtm_campaign=API-OFA,5/14/2025,15:22:00,2603.84,0.999993086,Neutral,0.653093636
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",Neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,5/14/2025,13:44:02,2603.84,0.955944836,Bullish,0.534186363
"Ethereum Hits $2,700 for First Time Since February, Up 70% in 30 Days",Positive,https://cryptopanic.com/news/21792429/Ethereum-Hits-2700-for-First-Time-Since-February-Up-70-in-30-Days?mtm_campaign=API-OFA,5/14/2025,12:00:21,2603.84,0.989393592,Neutral,0.598458052
Best Crypto On ETH Chain – Ethereum Alt Season Is Set to Explode,Negative,https://cryptopanic.com/news/21791769/Best-Crypto-On-ETH-Chain-Ethereum-Alt-Season-Is-Set-to-Explode?mtm_campaign=API-OFA,5/14/2025,11:16:03,2603.84,0.999973416,Bullish,0.656612456
Ethereum’s 49% Rally in 6 Days Catches Doubters Off Guard: Santiment,Neutral,https://cryptopanic.com/news/21791034/Ethereums-49-Rally-in-6-Days-Catches-Doubters-Off-Guard-Santiment?mtm_campaign=API-OFA,5/14/2025,11:07:17,2603.84,0.93868947,Neutral,0.542191029
Bernstein outlines three factors that drove Ethereum’s recent price surge,Neutral,https://cryptopanic.com/news/21788611/Bernstein-outlines-three-factors-that-drove-Ethereums-recent-price-surge?mtm_campaign=API-OFA,5/14/2025,9:55:17,2603.84,0.945829451,Neutral,0.969413996
"Ethereum Market Cap Hits $306.68B, Surpasses Alibaba as Abraxas Capital Buys $500M ETH Amid Price Rally",Positive,https://cryptopanic.com/news/21777104/Ethereum-Market-Cap-Hits-30668B-Surpasses-Alibaba-as-Abraxas-Capital-Buys-500M-ETH-Amid-Price-Rally?mtm_campaign=API-OFA,5/14/2025,0:05:21,2603.84,0.999500275,Neutral,0.569830358
Ethereum Foundation Launches “Trillion Dollar Security” Initiative,Positive,https://cryptopanic.com/news/21799966/Ethereum-Foundation-Launches-Trillion-Dollar-Security-Initiative?mtm_campaign=API-OFA,5/14/2025,16:11:10,2603.84,0.546322048,Neutral,0.690867603
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",Neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,5/14/2025,13:44:02,2603.84,0.955944836,Bullish,0.534186363
Best Crypto On ETH Chain – Ethereum Alt Season Is Set to Explode,Negative,https://cryptopanic.com/news/21791769/Best-Crypto-On-ETH-Chain-Ethereum-Alt-Season-Is-Set-to-Explode?mtm_campaign=API-OFA,5/14/2025,11:16:03,2603.84,0.999973416,Bullish,0.656612456
Ethereum’s 49% Rally in 6 Days Catches Doubters Off Guard: Santiment,Neutral,https://cryptopanic.com/news/21791034/Ethereums-49-Rally-in-6-Days-Catches-Doubters-Off-Guard-Santiment?mtm_campaign=API-OFA,5/14/2025,11:07:17,2603.84,0.93868947,Neutral,0.542191029
Bernstein outlines three factors that drove Ethereum’s recent price surge,Neutral,https://cryptopanic.com/news/21788611/Bernstein-outlines-three-factors-that-drove-Ethereums-recent-price-surge?mtm_campaign=API-OFA,5/14/2025,9:55:17,2603.84,0.945829451,Neutral,0.969413996
Ethereum’s Pectra upgrade revolutionises wallets with EIP-7702 smart contract integration,Neutral,https://cryptopanic.com/news/21823572/Ethereums-Pectra-upgrade-revolutionises-wallets-with-EIP-7702-smart-contract-integration?mtm_campaign=API-OFA,5/15/2025,11:33:14,2602.48,0.781914294,Neutral,0.863547266
"Smart wallet adoption surges with over 11,000 EIP-7702 authorizations on Ethereum within a week of Pectra upgrade",Positive,https://cryptopanic.com/news/21816605/Smart-wallet-adoption-surges-with-over-11000-EIP-7702-authorizations-on-Ethereum-within-a-week-of-Pectra-upgrade?mtm_campaign=API-OFA,5/15/2025,7:21:57,2602.48,0.999999881,Neutral,0.81177026
Ethereum’s Pectra upgrade revolutionises wallets with EIP-7702 smart contract integration,Neutral,https://cryptopanic.com/news/21823572/Ethereums-Pectra-upgrade-revolutionises-wallets-with-EIP-7702-smart-contract-integration?mtm_campaign=API-OFA,5/15/2025,11:33:14,2603.84,0.781914294,Neutral,0.863547266
Ethereum Crash: Top Reason Why ETH Price is Down Today,Negative,https://cryptopanic.com/news/21821074/Ethereum-Crash-Top-Reason-Why-ETH-Price-is-Down-Today?mtm_campaign=API-OFA,5/15/2025,10:11:40,2603.84,0.996889889,Bearish,0.696897626
Nasdaq-listed BTCS Inc. to boost ETH holdings with $57.8M raise,Positive,https://cryptopanic.com/news/21818909/Nasdaq-listed-BTCS-Inc-to-boost-ETH-holdings-with-578M-raise?mtm_campaign=API-OFA,5/15/2025,9:01:03,2603.84,0.999996543,Neutral,0.836439669
Ethereum's Pectra: Big Guide,Neutral,https://cryptopanic.com/news/21816748/Ethereums-Pectra-Big-Guide?mtm_campaign=API-OFA,5/15/2025,7:33:27,2603.84,0.999972582,Bullish,0.512777448
"Smart wallet adoption surges with over 11,000 EIP-7702 authorizations on Ethereum within a week of Pectra upgrade",Positive,https://cryptopanic.com/news/21816605/Smart-wallet-adoption-surges-with-over-11000-EIP-7702-authorizations-on-Ethereum-within-a-week-of-Pectra-upgrade?mtm_campaign=API-OFA,5/15/2025,7:21:57,2603.84,0.999999881,Neutral,0.81177026
Ethereum Crash: Top Reason Why ETH Price is Down Today,Negative,https://cryptopanic.com/news/21821074/Ethereum-Crash-Top-Reason-Why-ETH-Price-is-Down-Today?mtm_campaign=API-OFA,5/15/2025,10:11:40,2603.84,0.996889889,Bearish,0.696897626
"Smart wallet adoption surges with over 11,000 EIP-7702 authorizations on Ethereum within a week of Pectra upgrade",Positive,https://cryptopanic.com/news/21816605/Smart-wallet-adoption-surges-with-over-11000-EIP-7702-authorizations-on-Ethereum-within-a-week-of-Pectra-upgrade?mtm_campaign=API-OFA,5/15/2025,7:21:57,2603.84,0.999999881,Neutral,0.81177026
"Smart wallet adoption surges with over 11,000 EIP-7702 authorizations on Ethereum within a week of Pectra upgrade",Positive,https://cryptopanic.com/news/21816605/Smart-wallet-adoption-surges-with-over-11000-EIP-7702-authorizations-on-Ethereum-within-a-week-of-Pectra-upgrade?mtm_campaign=API-OFA,5/15/2025,7:21:57,2603.84,0.999999881,Neutral,0.81177026
Solana Sees Renewed Demand As Capital Flows Turn Positive – Details,Positive,https://cryptopanic.com/news/21840991/Solana-Sees-Renewed-Demand-As-Capital-Flows-Turn-Positive-Details?mtm_campaign=API-OFA,5/15/2025,23:30:49,2603.5,0.999676108,Neutral,0.76366055
Top Analyst Presents 5 Bullish Case Scenarios for Ethereum Price,Neutral,https://cryptopanic.com/news/21840985/Top-Analyst-Presents-5-Bullish-Case-Scenarios-for-Ethereum-Price?mtm_campaign=API-OFA,5/15/2025,23:21:00,2603.5,0.994676709,Bullish,0.353812605
"Ethereum stablecoin volume hits record $908 billion as institutions, tech giants, and Trump jump in",Positive,https://cryptopanic.com/news/21840082/Ethereum-stablecoin-volume-hits-record-908-billion-as-institutions-tech-giants-and-Trump-jump-in?mtm_campaign=API-OFA,5/15/2025,23:01:02,2603.5,0.997978389,Neutral,0.806294739
"Ethereum Price Forecast: ETH investors return to selling, took $1.5 billion in profits after recent rally",Neutral,https://cryptopanic.com/news/21841801/Ethereum-Price-Forecast-ETH-investors-return-to-selling-took-15-billion-in-profits-after-recent-rally?mtm_campaign=API-OFA,5/15/2025,20:30:45,2603.5,0.916382968,Neutral,0.865399241
Ethereum Eyes $2.4K Retest – Analyst Sets Key Levels To Watch,Neutral,https://cryptopanic.com/news/21837571/Ethereum-Eyes-24K-Retest-Analyst-Sets-Key-Levels-To-Watch?mtm_campaign=API-OFA,5/15/2025,20:30:44,2603.5,0.999928474,Neutral,0.867780805
"Bitcoin Primed To Skyrocket to $120,000, According to Crypto Analyst – But There’s a Catch",Neutral,https://cryptopanic.com/news/21836509/Bitcoin-Primed-To-Skyrocket-to-120000-According-to-Crypto-Analyst-But-Theres-a-Catch?mtm_campaign=API-OFA,5/15/2025,19:55:22,2603.5,0.994534373,Bullish,0.689173758
"Bitcoin Holding Up While Ethereum, XRP, Dogecoin Dip: 'Don't Get Distracted By Short Term Noise,' Trader Says",Neutral,https://cryptopanic.com/news/21836472/Bitcoin-Holding-Up-While-Ethereum-XRP-Dogecoin-Dip-Dont-Get-Distracted-By-Short-Term-Noise-Trader-Says?mtm_campaign=API-OFA,5/15/2025,19:28:00,2603.5,0.654776335,Bullish,0.55004555
Nasdaq-Listed BTCS Secures $57.8M to Boost Ethereum Holdings,Neutral,https://cryptopanic.com/news/21834891/Nasdaq-Listed-BTCS-Secures-578M-to-Boost-Ethereum-Holdings?mtm_campaign=API-OFA,5/15/2025,19:00:16,2603.5,0.997503817,Neutral,0.677114427
"Top Crypto Gems to Buy Now: Web3 ai, Ethereum, Avalanche & More",Neutral,https://cryptopanic.com/news/21834890/Top-Crypto-Gems-to-Buy-Now-Web3-ai-Ethereum-Avalanche-More?mtm_campaign=API-OFA,5/15/2025,19:00:11,2603.5,0.999957681,Neutral,0.681207895
"Crypto Whales Offload 1 Million Ether From Exchanges, Bulls Ready To Charge",Neutral,https://cryptopanic.com/news/21834912/Crypto-Whales-Offload-1-Million-Ether-From-Exchanges-Bulls-Ready-To-Charge?mtm_campaign=API-OFA,5/15/2025,18:55:24,2603.5,0.999814332,Bullish,0.511552095
Ethereum Foundation Unveils ‘Trillion Dollar Security Initiative’ To Bolster Network Security And Trust,Positive,https://cryptopanic.com/news/21834910/Ethereum-Foundation-Unveils-Trillion-Dollar-Security-Initiative-To-Bolster-Network-Security-And-Trust?mtm_campaign=API-OFA,5/15/2025,18:50:27,2603.5,0.9784863,Neutral,0.673211932
USDT Issuer Tether Under Fire for Multi-Sig Lag Enabling Crypto Laundering,Neutral,https://cryptopanic.com/news/21834693/USDT-Issuer-Tether-Under-Fire-for-Multi-Sig-Lag-Enabling-Crypto-Laundering?mtm_campaign=API-OFA,5/15/2025,18:45:28,2603.5,0.969802916,Bullish,0.502130508
"The Daily: Coinbase battles extortion attempt as data breach costs could hit $400 million, JPMorgan sees more upside for bitcoin than gold, and more",Positive,https://cryptopanic.com/news/21834672/The-Daily-Coinbase-battles-extortion-attempt-as-data-breach-costs-could-hit-400-million-JPMorgan-sees-more-upside-for-bitcoin-than-gold-and-more?mtm_campaign=API-OFA,5/15/2025,18:32:48,2603.5,0.999999881,Neutral,0.66837883
Shiba Inu FOMO Hit You? Arctic Pablo Is Your Next Shot Among the Top New Meme Coins for Exponential Returns,Positive,https://cryptopanic.com/news/21834583/Shiba-Inu-FOMO-Hit-You-Arctic-Pablo-Is-Your-Next-Shot-Among-the-Top-New-Meme-Coins-for-Exponential-Returns?mtm_campaign=API-OFA,5/15/2025,18:15:00,2603.5,0.62021029,Neutral,0.576379538
"Ethereum Building Up Momentum Before a Massive Breakout, Predicts Michaël van de Poppe – Here Are His Targets",Neutral,https://cryptopanic.com/news/21834002/Ethereum-Building-Up-Momentum-Before-a-Massive-Breakout-Predicts-Michael-van-de-Poppe-Here-Are-His-Targets?mtm_campaign=API-OFA,5/15/2025,18:05:26,2603.5,0.865626156,Neutral,0.524326444
Analysis: Crypto Heats Up As $35 Billion Enters Market In Under A Month,Neutral,https://cryptopanic.com/news/21833461/Analysis-Crypto-Heats-Up-As-35-Billion-Enters-Market-In-Under-A-Month?mtm_campaign=API-OFA,5/15/2025,18:00:45,2603.5,0.914282739,Bullish,0.500477552
Crypto Market Dips as Fed Remarks Spark Volatility,Negative,https://cryptopanic.com/news/21833377/Crypto-Market-Dips-as-Fed-Remarks-Spark-Volatility?mtm_campaign=API-OFA,5/15/2025,17:31:59,2603.5,0.999696851,Neutral,0.740449667
"Crypto Prices Today: BTC, ETH, XRP & SHIB Dip Despite Soft PPI Inflation Data",Neutral,https://cryptopanic.com/news/21833292/Crypto-Prices-Today-BTC-ETH-XRP-SHIB-Dip-Despite-Soft-PPI-Inflation-Data?mtm_campaign=API-OFA,5/15/2025,17:18:44,2603.5,0.998800635,Neutral,0.558193684
"Ethereum Meant To Be Alternative, Not Rival to Bitcoin: ETH Co-Founder Anthony Di Iorio",Neutral,https://cryptopanic.com/news/21834512/Ethereum-Meant-To-Be-Alternative-Not-Rival-to-Bitcoin-ETH-Co-Founder-Anthony-Di-Iorio?mtm_campaign=API-OFA,5/15/2025,17:17:10,2603.5,0.998956323,Bullish,0.540315211
Crypto indexes offer ‘biggest opportunity’ as SEC decision looms: Hashdex CIO,Positive,https://cryptopanic.com/news/21833269/Crypto-indexes-offer-biggest-opportunity-as-SEC-decision-looms-Hashdex-CIO?mtm_campaign=API-OFA,5/15/2025,17:15:30,2603.5,0.998908758,Neutral,0.962073803
BTC dominance slips slightly while Solana and XRP see capital revival,Negative,https://cryptopanic.com/news/21833295/BTC-dominance-slips-slightly-while-Solana-and-XRP-see-capital-revival?mtm_campaign=API-OFA,5/15/2025,17:15:00,2603.5,0.944071829,Neutral,0.805548251
ETH-BTC rebounds 38% from April low in first real rally of 2025,Positive,https://cryptopanic.com/news/21832393/ETH-BTC-rebounds-38-from-April-low-in-first-real-rally-of-2025?mtm_campaign=API-OFA,5/15/2025,17:03:27,2603.5,0.999994755,Neutral,0.862963796
Market reels but penny stocks stage surprising rally,Positive,https://cryptopanic.com/news/21832413/Market-reels-but-penny-stocks-stage-surprising-rally?mtm_campaign=API-OFA,5/15/2025,17:00:00,2603.5,0.997475922,Neutral,0.667691588
"Ethereum Price Still Stuck Below 2023 Levels, Why is ETH Struggling While SUI & UNIL Explode",Negative,https://cryptopanic.com/news/21832164/Ethereum-Price-Still-Stuck-Below-2023-Levels-Why-is-ETH-Struggling-While-SUI-UNIL-Explode?mtm_campaign=API-OFA,5/15/2025,16:59:39,2603.5,0.999819219,Neutral,0.634173512
"Ethereum Price Aims for $3000: Institutions Increase Holdings, But Here are Some Hurdles",Negative,https://cryptopanic.com/news/21832132/Ethereum-Price-Aims-for-3000-Institutions-Increase-Holdings-But-Here-are-Some-Hurdles?mtm_campaign=API-OFA,5/15/2025,16:47:00,2603.5,0.999922395,Bullish,0.502811193
"Crypto Price Analysis: Bitcoin (BTC), Ethereum (ETH), Ripple (XRP), Remittix (RTX), Litecoin (LTC) and Hedara (HBAR)",Neutral,https://cryptopanic.com/news/21831999/Crypto-Price-Analysis-Bitcoin-BTC-Ethereum-ETH-Ripple-XRP-Remittix-RTX-Litecoin-LTC-and-Hedara-HBAR?mtm_campaign=API-OFA,5/15/2025,16:16:53,2603.5,0.999999404,Neutral,0.732739329
Bitunix Adds PUFFER in Futures as Project Recently Secures $18 Million in Funding,Positive,https://cryptopanic.com/news/21832035/Bitunix-Adds-PUFFER-in-Futures-as-Project-Recently-Secures-18-Million-in-Funding?mtm_campaign=API-OFA,5/15/2025,16:16:08,2603.5,0.714482665,Neutral,0.785593629
"Astra Drew Interest in Its Early Days, Qubetics Is Now Being Tracked as a Popular Crypto Coin to Buy",Neutral,https://cryptopanic.com/news/21831984/Astra-Drew-Interest-in-Its-Early-Days-Qubetics-Is-Now-Being-Tracked-as-a-Popular-Crypto-Coin-to-Buy?mtm_campaign=API-OFA,5/15/2025,16:15:00,2603.5,0.998399556,Neutral,0.567227483
All about Ethereum Foundation’s ‘Trillion Dollar Security’ initiative,Neutral,https://cryptopanic.com/news/21831023/All-about-Ethereum-Foundations-Trillion-Dollar-Security-initiative?mtm_campaign=API-OFA,5/15/2025,16:00:21,2603.5,0.997592747,Neutral,0.68287462
Can Ozak AI Beat Ethereum in 2025? Price Forecasts Hint at a Shocking Flippening,Negative,https://cryptopanic.com/news/21830590/Can-Ozak-AI-Beat-Ethereum-in-2025-Price-Forecasts-Hint-at-a-Shocking-Flippening?mtm_campaign=API-OFA,5/15/2025,15:30:00,2603.5,0.975114286,Neutral,0.555783689
Is an Altcoin Season Brewing? Ethereum Rallies as Bitcoin Dominance Drops Ahead of June,Neutral,https://cryptopanic.com/news/21836518/Is-an-Altcoin-Season-Brewing-Ethereum-Rallies-as-Bitcoin-Dominance-Drops-Ahead-of-June?mtm_campaign=API-OFA,5/15/2025,15:20:25,2603.5,0.556168675,Bullish,0.614993215
"Massive Whale Slaps XRP, ETH Price Short: What Do They Know?",Neutral,https://cryptopanic.com/news/21832144/Massive-Whale-Slaps-XRP-ETH-Price-Short-What-Do-They-Know?mtm_campaign=API-OFA,5/15/2025,15:00:00,2603.5,0.999132693,Bullish,0.503601074
Top 3 crypto altcoins to buy in May 2025,Neutral,https://cryptopanic.com/news/21829217/Top-3-crypto-altcoins-to-buy-in-May-2025?mtm_campaign=API-OFA,5/15/2025,14:57:24,2603.5,0.999936938,Neutral,0.720491409
Ethereum Price Soars on Institutional Inflows and SEC's ETF Approval Momentum,Positive,https://cryptopanic.com/news/21829430/Ethereum-Price-Soars-on-Institutional-Inflows-and-SECs-ETF-Approval-Momentum?mtm_campaign=API-OFA,5/15/2025,14:47:36,2603.5,1,Neutral,0.452642888
